Date,Year,Month,Day,Season,Country,City,Temperature_C,Humidity_%,WindSpeed_mps,Pressure_hPa,Rainfall_mm,Visibility_km,UV_Index,PM2_5,PM10,NO2,SO2,CO,Ozone,NH3,Aerosol_Optical_Depth,Traffic_Density,Industrial_Activity,Green_Cover_%,Population_Density,AQI,AQI_Category
2025-04-30,2025,4,30,Summer,France,Lyon,31.1,87.0,7.6,1017.0,5.0,5.4,8.1,39.3,57.0,14.5,9.4,2.28,37.5,26.3,0.5,55,67,15,7157,151,Unhealthy
2025-05-24,2025,5,24,Summer,Germany,Cologne,38.0,55.0,7.9,1016.9,0.1,5.2,6.9,58.1,76.9,30.8,14.3,0.46,25.4,28.7,0.35,92,78,56,4405,208,Very Unhealthy
2024-01-22,2024,1,22,Winter,Australia,Perth,27.0,81.0,4.3,1017.1,5.2,7.5,3.0,62.2,84.0,21.7,7.3,1.93,15.8,26.2,0.5,60,50,53,20352,201,Very Unhealthy
2024-10-22,2024,10,22,Autumn,Germany,Munich,32.3,83.0,5.1,1006.2,11.9,6.6,7.8,36.2,75.0,18.6,12.0,0.92,42.2,18.9,0.32,71,41,56,17088,151,Unhealthy
2025-04-22,2025,4,22,Summer,South Africa,Bloemfontein,26.0,94.0,9.2,1012.0,1.7,9.2,5.5,46.0,60.6,17.3,13.6,0.55,37.0,22.1,0.54,62,91,57,8427,160,Unhealthy
2024-07-02,2024,7,2,Monsoon,China,Shanghai,23.6,54.0,9.2,1018.8,6.8,11.5,7.0,12.4,50.3,42.7,14.2,0.35,20.3,12.9,0.43,49,70,30,19539,101,Unhealthy for Sensitive Groups
2025-08-13,2025,8,13,Monsoon,Australia,Melbourne,21.8,71.0,2.6,1005.0,1.5,7.9,6.1,19.8,56.6,22.1,7.9,1.14,34.3,21.8,0.44,24,65,35,3285,100,Moderate
2025-03-14,2025,3,14,Summer,Brazil,Rio de Janeiro,27.9,45.0,8.9,1010.5,2.3,4.5,3.9,49.7,79.5,22.8,8.8,2.23,43.6,20.4,0.27,79,50,33,9588,194,Unhealthy
2025-10-13,2025,10,13,Autumn,Germany,Munich,26.9,68.0,10.5,1001.1,3.7,9.9,7.6,47.0,61.7,22.8,8.5,1.19,45.8,25.6,0.42,38,29,25,18009,174,Unhealthy
2024-02-24,2024,2,24,Winter,Australia,Brisbane,10.4,55.0,9.7,1009.6,6.0,3.2,8.4,42.0,62.4,16.9,9.8,1.81,28.6,18.7,0.58,51,47,55,1179,146,Unhealthy for Sensitive Groups
2025-07-18,2025,7,18,Monsoon,France,Paris,25.0,80.0,11.4,1011.1,0.0,9.1,4.8,33.8,54.3,20.8,7.1,1.34,19.6,1.0,0.66,33,34,48,1119,121,Unhealthy for Sensitive Groups
2024-10-23,2024,10,23,Autumn,USA,Houston,38.2,91.0,8.6,1011.3,7.2,12.6,10.2,22.8,39.9,34.4,16.5,2.05,31.6,20.1,0.79,79,54,37,5581,121,Unhealthy for Sensitive Groups
2024-02-27,2024,2,27,Winter,France,Toulouse,22.9,73.0,9.5,1024.4,9.6,10.2,6.5,44.8,57.7,36.5,11.1,1.91,40.9,19.0,0.54,90,98,31,9461,186,Unhealthy
2024-05-23,2024,5,23,Summer,Brazil,Brasilia,31.3,93.0,7.4,1003.5,9.6,4.3,5.3,52.8,72.7,40.6,10.2,1.35,47.8,16.3,0.59,48,34,35,11803,207,Very Unhealthy
2025-06-18,2025,6,18,Monsoon,Japan,Sapporo,26.3,94.0,1.0,1009.6,5.9,12.5,9.4,29.1,52.1,29.4,13.4,0.63,43.3,18.1,0.65,40,47,15,22527,139,Unhealthy for Sensitive Groups
2024-12-10,2024,12,10,Winter,Canada,Montreal,26.4,44.0,10.8,1009.6,14.0,6.5,5.9,39.9,61.1,26.7,10.2,1.51,48.0,21.0,0.57,85,61,7,12285,177,Unhealthy
2025-09-23,2025,9,23,Autumn,Brazil,Sao Paulo,13.6,84.0,8.4,1015.9,7.6,4.6,2.4,10.2,43.7,48.9,16.6,0.58,49.0,26.4,0.78,66,94,24,1903,115,Unhealthy for Sensitive Groups
2024-06-26,2024,6,26,Monsoon,Brazil,Curitiba,17.2,69.0,8.2,1007.0,0.0,9.3,4.2,35.1,55.4,21.4,16.1,1.37,31.2,10.7,0.56,29,84,10,10046,143,Unhealthy for Sensitive Groups
2024-08-08,2024,8,8,Monsoon,India,Hyderabad,36.7,93.0,6.5,1007.4,11.0,7.7,10.4,41.1,57.7,36.0,13.4,0.68,49.4,13.7,0.36,90,51,15,5620,186,Unhealthy
2024-08-27,2024,8,27,Monsoon,France,Toulouse,27.8,77.0,4.2,1018.5,3.8,5.9,8.6,41.7,73.9,27.0,10.6,1.48,24.9,21.3,0.45,38,29,45,16057,158,Unhealthy
2025-04-15,2025,4,15,Summer,Brazil,Rio de Janeiro,18.8,92.0,10.5,1013.6,2.4,8.3,5.0,17.8,42.6,31.7,9.9,1.51,44.0,14.5,0.78,24,73,52,609,96,Moderate
2025-02-18,2025,2,18,Winter,South Africa,Durban,12.4,46.0,3.4,1011.6,0.0,5.2,6.9,30.4,64.1,35.8,14.1,0.53,30.1,19.4,0.46,27,82,50,6776,135,Unhealthy for Sensitive Groups
2024-03-28,2024,3,28,Summer,South Africa,Durban,19.0,66.0,1.1,1016.9,7.8,10.0,4.0,63.2,74.0,39.2,18.2,1.19,16.6,12.4,0.64,67,55,43,19135,221,Very Unhealthy
2024-06-25,2024,6,25,Monsoon,India,Bengaluru,9.2,73.0,10.5,1006.3,2.4,10.2,7.8,78.0,116.1,44.9,10.9,1.74,18.1,13.2,0.27,70,27,32,5726,281,Very Unhealthy
2025-02-15,2025,2,15,Winter,India,Hyderabad,26.9,81.0,7.5,1024.2,0.0,9.7,6.4,23.7,50.5,43.7,16.4,1.11,47.3,26.0,0.51,28,84,58,12152,126,Unhealthy for Sensitive Groups
2024-02-13,2024,2,13,Winter,South Africa,Durban,24.3,90.0,8.0,1026.2,,8.5,7.3,58.6,83.4,27.5,10.4,2.49,26.5,7.4,0.8,32,34,59,4264,196,Unhealthy
2025-11-07,2025,11,7,Autumn,South Africa,Bloemfontein,27.2,36.0,8.0,1010.2,4.8,7.2,6.8,56.3,70.0,32.2,15.4,2.04,22.6,12.4,0.53,62,33,23,17701,205,Very Unhealthy
2024-04-10,2024,4,10,Summer,France,Nice,37.8,52.0,11.0,1018.3,2.1,7.7,8.3,35.1,57.6,27.5,11.8,0.83,19.0,13.3,0.61,52,74,10,11767,147,Unhealthy for Sensitive Groups
2024-08-12,2024,8,12,Monsoon,South Africa,Pretoria,19.4,90.0,6.6,1009.5,10.4,7.8,1.1,13.5,31.1,31.3,6.2,1.93,42.0,14.1,0.78,27,30,69,14398,74,Moderate
2025-03-20,2025,3,20,Summer,Germany,Berlin,31.7,56.0,6.3,1009.3,8.8,8.7,4.8,52.2,84.9,22.4,14.9,2.07,39.0,18.8,0.59,79,91,40,3370,200,Unhealthy
2025-09-25,2025,9,25,Autumn,China,Beijing,29.3,58.0,1.0,1017.7,5.9,7.7,2.4,80.8,94.4,41.8,23.4,0.4,28.4,11.9,0.48,63,51,68,1695,271,Very Unhealthy
2024-07-26,2024,7,26,Monsoon,Germany,Munich,26.0,63.0,6.8,1019.3,0.0,8.0,4.8,53.5,67.9,22.3,13.7,0.73,33.9,13.7,0.51,77,28,40,18281,191,Unhealthy
2025-01-06,2025,1,6,Winter,Brazil,Rio de Janeiro,18.2,55.0,6.6,1000.4,13.4,9.7,7.3,32.1,68.6,39.9,13.1,2.48,24.8,15.8,0.72,54,74,35,24859,152,Unhealthy
2024-02-29,2024,2,29,Winter,Australia,Adelaide,6.7,85.0,11.7,1017.1,8.5,9.4,4.4,22.9,55.3,19.9,6.9,1.05,45.7,12.5,0.17,42,68,6,12352,121,Unhealthy for Sensitive Groups
2024-12-24,2024,12,24,Winter,Canada,Vancouver,24.3,68.0,6.2,1000.5,5.2,8.7,6.4,42.6,78.7,19.6,8.2,0.31,28.3,17.6,0.1,24,29,40,12833,156,Unhealthy
2024-06-23,2024,6,23,Monsoon,Canada,Calgary,32.2,59.0,5.7,1006.4,1.3,4.5,6.9,29.2,64.6,11.2,6.6,1.08,26.1,19.7,0.57,34,52,67,1957,105,Unhealthy for Sensitive Groups
2024-08-13,2024,8,13,Monsoon,France,Paris,26.8,88.0,6.7,996.1,8.0,9.2,6.1,20.9,34.7,43.7,11.0,0.81,25.2,16.0,0.22,78,86,38,10191,117,Unhealthy for Sensitive Groups
2024-05-23,2024,5,23,Summer,Germany,Frankfurt,34.4,62.0,4.0,1015.0,5.8,9.8,1.8,19.3,37.4,30.0,13.6,1.01,32.7,10.9,0.21,63,67,41,3671,103,Unhealthy for Sensitive Groups
2025-01-25,2025,1,25,Winter,Japan,Kyoto,36.1,37.0,9.7,1005.7,2.3,9.3,6.2,37.7,77.4,22.0,11.0,1.78,29.5,19.3,0.38,22,40,18,24500,154,Unhealthy
2025-05-09,2025,5,9,Summer,South Africa,Cape Town,28.2,82.0,8.6,1014.2,0.0,5.2,4.3,42.1,57.1,41.5,13.5,1.51,33.7,26.9,0.25,72,97,12,4498,184,Unhealthy
2024-01-19,2024,1,19,Winter,South Africa,Cape Town,19.3,64.0,10.2,1018.6,0.0,1.8,6.4,51.0,82.5,29.4,15.2,1.81,23.5,21.6,0.2,50,59,31,24599,193,Unhealthy
2025-03-11,2025,3,11,Summer,Canada,Toronto,24.2,75.0,2.4,1018.0,3.6,4.7,7.5,8.5,27.1,23.7,11.0,1.8,18.0,24.7,0.33,26,32,47,4765,53,Moderate
2024-06-28,2024,6,28,Monsoon,Brazil,Brasilia,32.2,55.0,7.0,1017.9,2.7,6.1,4.2,71.6,105.8,38.2,14.7,0.33,35.8,26.2,0.85,67,77,21,9690,268,Very Unhealthy
2025-11-05,2025,11,5,Autumn,South Africa,Cape Town,27.0,45.0,3.5,1017.1,7.3,5.6,4.9,47.8,66.6,40.3,13.1,0.52,45.2,18.4,0.63,30,67,9,3014,197,Unhealthy
2025-10-18,2025,10,18,Autumn,Australia,Sydney,25.1,87.0,7.1,1023.3,7.9,9.7,5.5,26.0,60.5,32.6,9.9,1.55,36.7,19.1,0.57,63,80,25,20748,137,Unhealthy for Sensitive Groups
2025-03-22,2025,3,22,Summer,South Africa,Bloemfontein,27.2,74.0,4.8,1008.9,8.2,8.5,6.5,7.5,17.6,35.9,10.0,2.37,42.4,3.2,0.14,35,35,48,11261,67,Moderate
2024-08-23,2024,8,23,Monsoon,Canada,Ottawa,17.7,56.0,10.4,1019.9,3.5,7.2,6.7,39.3,53.4,33.4,14.3,2.4,44.6,21.5,0.47,67,84,42,22327,164,Unhealthy
2025-11-28,2025,11,28,Autumn,South Africa,Durban,39.4,83.0,5.9,1004.6,4.3,5.9,6.6,44.1,69.5,18.0,11.9,1.92,51.7,14.9,0.52,20,58,51,17073,160,Unhealthy
2025-12-30,2025,12,30,Winter,China,Beijing,22.2,76.0,0.6,1008.6,5.6,6.1,4.7,65.8,105.5,43.6,16.5,1.2,32.2,24.5,0.75,85,71,30,4160,259,Very Unhealthy
2024-03-08,2024,3,8,Summer,India,Mumbai,19.2,89.0,10.8,1010.4,4.5,5.1,3.9,53.8,91.9,47.8,22.8,0.79,28.4,1.9,0.86,79,95,41,13339,226,Very Unhealthy
2025-06-26,2025,6,26,Monsoon,France,Paris,26.0,95.0,10.6,1024.7,0.0,8.7,8.2,23.7,48.7,26.1,8.9,0.3,38.1,13.2,0.1,26,23,5,5410,119,Unhealthy for Sensitive Groups
2024-07-16,2024,7,16,Monsoon,Brazil,Brasilia,26.5,55.0,9.2,1023.3,5.6,7.1,7.1,58.7,71.6,22.2,13.2,0.55,36.1,18.4,0.37,47,77,34,15373,201,Very Unhealthy
2025-11-11,2025,11,11,Autumn,Canada,Toronto,29.1,40.0,9.1,1006.9,0.9,6.6,8.9,33.2,60.9,22.3,10.5,0.62,24.9,9.0,0.36,27,77,57,17664,123,Unhealthy for Sensitive Groups
2024-02-01,2024,2,1,Winter,USA,Chicago,33.7,86.0,10.9,1017.2,0.7,6.9,6.6,45.8,58.6,32.8,6.8,2.3,38.0,20.4,0.25,90,64,6,8886,190,Unhealthy
2025-05-04,2025,5,4,Summer,India,Mumbai,24.1,44.0,4.6,1006.9,8.7,5.3,9.1,30.8,59.7,51.7,12.6,1.71,42.7,31.5,0.48,86,78,13,14250,174,Unhealthy
2024-07-03,2024,7,3,Monsoon,India,Mumbai,35.0,82.0,5.7,999.3,3.1,4.2,8.4,61.4,74.1,53.1,19.8,0.68,15.6,19.3,0.11,45,53,64,23392,218,Very Unhealthy
2024-08-19,2024,8,19,Monsoon,Germany,Munich,7.6,52.0,3.3,1023.8,9.2,7.2,7.9,56.8,73.9,35.2,10.2,1.52,45.3,10.6,0.36,82,71,51,11723,213,Very Unhealthy
2024-02-23,2024,2,23,Winter,South Africa,Pretoria,32.1,77.0,12.0,1006.9,0.0,8.6,6.3,85.1,123.6,30.9,18.1,1.16,34.1,12.7,0.57,82,59,28,24506,302,Hazardous
2025-04-21,2025,4,21,Summer,USA,Houston,18.1,62.0,1.0,1016.2,9.4,6.7,6.1,68.0,93.6,43.6,12.6,1.79,11.3,15.5,0.53,90,92,63,4850,239,Very Unhealthy
2025-02-18,2025,2,18,Winter,Japan,Nagoya,0.8,60.0,11.5,1025.1,0.0,9.4,5.3,43.5,69.5,33.8,11.5,2.24,28.0,25.3,0.1,78,51,14,14818,184,Unhealthy
2024-10-03,2024,10,3,Autumn,Brazil,Sao Paulo,19.4,80.0,0.8,1020.0,0.0,7.0,1.7,19.2,29.4,32.3,14.8,2.11,21.3,19.3,0.53,94,99,64,1774,96,Moderate
2024-10-03,2024,10,3,Autumn,South Africa,Cape Town,30.7,58.0,4.9,1028.0,13.5,6.8,8.1,70.6,83.3,41.5,10.3,0.6,32.4,15.6,0.46,100,40,14,17782,263,Very Unhealthy
2024-03-22,2024,3,22,Summer,India,Delhi,26.7,65.0,0.5,1017.4,9.8,10.9,10.9,57.9,96.7,32.3,18.7,1.9,33.2,22.3,0.27,47,75,5,11083,230,Very Unhealthy
2024-04-15,2024,4,15,Summer,France,Nice,34.3,54.0,1.3,1004.9,3.2,10.3,8.7,46.3,62.3,29.9,15.1,1.98,28.6,16.8,0.39,74,88,62,932,170,Unhealthy
2025-12-06,2025,12,6,Winter,South Africa,Cape Town,22.5,64.0,8.0,1015.0,7.4,10.3,1.6,81.3,99.6,29.1,13.9,0.48,25.2,12.8,0.33,74,20,13,6911,278,Very Unhealthy
2024-10-31,2024,10,31,Autumn,USA,New York,28.8,41.0,9.6,1007.2,3.5,7.6,5.4,50.3,79.8,29.5,11.2,0.73,42.2,16.0,0.39,67,83,17,21462,203,Very Unhealthy
2025-07-29,2025,7,29,Monsoon,Germany,Berlin,21.9,76.0,0.9,1016.0,2.6,4.8,8.6,32.8,55.2,31.3,8.7,2.15,38.5,8.3,0.4,70,22,14,4143,153,Unhealthy
2024-08-05,2024,8,5,Monsoon,India,Delhi,38.3,73.0,4.9,1013.5,7.1,9.3,4.0,41.9,62.4,57.7,19.5,0.73,21.9,13.7,0.55,75,27,21,15305,194,Unhealthy
2025-11-08,2025,11,8,Autumn,Canada,Toronto,26.7,81.0,4.8,1001.8,11.6,7.7,10.5,27.0,65.6,20.8,10.5,0.83,34.4,26.3,0.17,54,82,49,4546,122,Unhealthy for Sensitive Groups
2025-02-22,2025,2,22,Winter,France,Toulouse,23.6,53.0,10.3,1015.4,2.4,8.0,2.8,32.7,64.2,20.0,10.5,1.16,42.3,22.5,0.29,55,92,39,16343,140,Unhealthy for Sensitive Groups
2025-02-02,2025,2,2,Winter,China,Guangzhou,30.5,70.0,8.2,987.6,9.3,10.1,8.2,77.3,101.4,51.8,14.8,1.31,61.1,28.9,0.52,96,85,31,9223,302,Hazardous
2025-01-29,2025,1,29,Winter,Germany,Hamburg,24.2,58.0,8.8,1015.8,10.8,9.0,6.3,46.7,67.4,32.4,10.0,1.52,52.3,19.9,0.11,81,35,16,20335,198,Unhealthy
2025-05-22,2025,5,22,Summer,USA,Los Angeles,19.0,69.0,1.5,1017.6,0.0,7.5,4.1,64.0,101.9,32.1,15.5,1.19,52.3,13.8,0.1,66,84,55,9897,241,Very Unhealthy
2024-10-15,2024,10,15,Autumn,France,Nice,25.8,41.0,5.8,1004.6,0.0,10.0,5.9,30.1,70.0,25.0,14.5,1.53,40.9,30.2,0.57,41,44,53,7255,135,Unhealthy for Sensitive Groups
2025-05-15,2025,5,15,Summer,Japan,Sapporo,23.4,91.0,8.0,1010.8,7.5,8.8,4.7,52.7,76.3,18.2,9.4,1.44,51.5,11.2,0.51,23,34,57,20460,180,Unhealthy
2024-11-28,2024,11,28,Autumn,India,Mumbai,28.8,89.0,6.3,1018.0,4.9,7.5,7.6,65.1,83.5,62.8,14.7,0.94,52.2,21.5,0.63,97,54,60,2896,263,Very Unhealthy
2024-12-01,2024,12,1,Winter,South Africa,Johannesburg,29.3,58.0,1.1,1013.1,4.4,9.9,6.4,77.8,100.2,34.8,10.4,1.16,14.9,22.4,0.59,36,51,43,20621,253,Very Unhealthy
2025-02-20,2025,2,20,Winter,Germany,Cologne,23.4,51.0,1.4,999.3,0.0,7.5,5.7,26.3,59.1,27.4,9.1,0.72,40.1,21.7,0.43,40,21,66,22878,117,Unhealthy for Sensitive Groups
2025-07-21,2025,7,21,Monsoon,Brazil,Rio de Janeiro,27.9,40.0,0.7,1006.8,0.0,8.2,5.8,30.8,57.7,31.2,16.3,2.07,17.9,26.2,0.4,54,63,23,17751,139,Unhealthy for Sensitive Groups
2024-05-22,2024,5,22,Summer,Japan,Tokyo,39.7,36.0,10.0,1001.7,8.2,11.3,4.7,20.1,51.6,28.8,13.4,0.68,12.8,17.4,0.27,84,59,52,2329,104,Unhealthy for Sensitive Groups
2025-05-21,2025,5,21,Summer,Brazil,Curitiba,20.4,81.0,7.1,1007.0,0.0,7.1,6.6,54.3,71.4,33.1,16.3,2.03,36.1,11.1,0.72,83,96,36,1419,208,Very Unhealthy
2024-08-14,2024,8,14,Monsoon,USA,New York,23.1,49.0,11.4,1006.4,0.0,5.6,5.4,14.4,46.5,32.4,10.5,0.64,35.7,16.7,0.32,50,75,30,5727,100,Moderate
2025-07-19,2025,7,19,Monsoon,Canada,Montreal,26.3,51.0,9.1,1016.0,0.0,8.1,9.0,30.2,63.3,24.1,11.2,2.02,43.2,16.3,0.53,23,90,22,9771,137,Unhealthy for Sensitive Groups
2025-04-18,2025,4,18,Summer,Brazil,Curitiba,34.8,78.0,4.6,1019.0,4.0,7.1,9.3,35.5,62.3,27.4,13.5,2.11,21.4,19.4,0.36,69,47,60,8802,140,Unhealthy for Sensitive Groups
2024-01-30,2024,1,30,Winter,South Africa,Pretoria,42.7,86.0,9.7,1000.5,9.5,9.5,8.3,42.8,59.6,37.3,16.0,0.51,38.1,20.3,0.78,41,90,37,15609,172,Unhealthy
2024-11-08,2024,11,8,Autumn,France,Toulouse,27.1,62.0,10.9,1000.7,9.7,11.5,4.0,31.2,66.4,22.3,5.2,1.56,22.5,7.6,0.58,80,23,32,9349,137,Unhealthy for Sensitive Groups
2025-07-20,2025,7,20,Monsoon,Brazil,Salvador,31.6,94.0,8.2,1012.6,6.4,9.7,8.0,32.4,46.3,20.5,12.7,1.25,29.6,16.8,0.53,52,70,26,16236,130,Unhealthy for Sensitive Groups
2024-10-02,2024,10,2,Autumn,Brazil,Sao Paulo,23.3,53.0,9.4,1015.8,0.7,4.7,4.9,55.8,92.0,28.8,10.5,1.98,39.4,24.6,0.42,63,26,45,3677,210,Very Unhealthy
2025-12-24,2025,12,24,Winter,South Africa,Johannesburg,20.1,82.0,2.0,1022.9,3.3,4.9,4.3,61.9,72.6,27.9,10.2,2.43,33.8,23.5,0.19,64,54,58,19702,207,Very Unhealthy
2025-05-31,2025,5,31,Summer,USA,Los Angeles,33.5,54.0,10.4,1000.2,6.1,9.7,5.2,45.6,75.6,18.5,13.1,1.03,41.7,13.1,0.48,40,88,67,3379,162,Unhealthy
2024-08-09,2024,8,9,Monsoon,Brazil,Salvador,37.5,93.0,9.2,1018.2,0.0,10.5,8.2,36.3,56.0,26.4,14.9,0.6,43.9,21.5,0.57,41,49,67,6559,140,Unhealthy for Sensitive Groups
2025-04-24,2025,4,24,Summer,Australia,Sydney,31.7,83.0,4.0,1023.5,1.1,8.0,6.4,51.6,73.6,24.5,9.4,1.04,51.4,8.1,0.21,54,54,8,23309,202,Very Unhealthy
2025-10-20,2025,10,20,Autumn,China,Shanghai,37.5,82.0,10.6,1008.1,4.6,6.0,5.1,32.8,49.3,34.7,18.3,2.06,35.3,5.1,0.25,79,55,17,22541,156,Unhealthy
2024-08-06,2024,8,6,Monsoon,Canada,Toronto,32.9,86.0,10.8,1005.7,7.4,6.3,5.8,32.1,48.8,28.4,11.0,0.98,35.8,17.8,0.41,91,87,54,2810,138,Unhealthy for Sensitive Groups
2024-05-14,2024,5,14,Summer,China,Wuhan,27.4,88.0,8.2,1002.9,0.0,7.6,4.8,80.4,107.4,35.4,15.8,0.64,24.6,18.8,0.6,92,48,6,24163,291,Very Unhealthy
2024-05-21,2024,5,21,Summer,India,Bengaluru,38.9,52.0,11.1,1021.0,0.0,9.1,7.4,54.1,82.6,54.3,19.1,0.63,32.4,18.9,0.46,67,87,66,3364,217,Very Unhealthy
2024-08-06,2024,8,6,Monsoon,Brazil,Salvador,30.5,78.0,3.3,1010.0,1.0,11.5,6.8,34.1,52.4,17.3,12.0,1.53,30.3,7.1,0.52,45,36,45,4469,127,Unhealthy for Sensitive Groups
2025-06-28,2025,6,28,Monsoon,Australia,Melbourne,23.6,56.0,10.2,1019.1,0.0,6.8,8.7,19.4,50.0,22.7,13.4,1.65,45.3,14.2,0.74,98,71,40,19134,116,Unhealthy for Sensitive Groups
2024-01-30,2024,1,30,Winter,South Africa,Durban,25.3,46.0,9.3,1012.3,5.5,4.1,2.8,88.2,100.6,27.9,19.0,1.35,29.3,19.0,0.67,96,100,43,2620,292,Very Unhealthy
2024-03-06,2024,3,6,Summer,Australia,Melbourne,23.9,86.0,11.5,1004.8,8.9,8.1,9.4,35.8,60.1,22.9,9.1,1.05,48.4,11.5,0.61,94,38,37,17601,157,Unhealthy
2025-08-15,2025,8,15,Monsoon,Australia,Perth,22.5,62.0,4.9,1009.8,8.4,8.0,5.5,20.3,53.1,24.1,11.1,0.44,40.1,28.1,0.74,72,92,44,21763,112,Unhealthy for Sensitive Groups
2025-08-07,2025,8,7,Monsoon,Germany,Cologne,15.4,73.0,5.7,1031.3,10.6,4.6,5.7,17.1,55.8,30.6,13.1,1.48,48.4,19.7,0.69,42,87,11,9777,119,Unhealthy for Sensitive Groups
2024-02-23,2024,2,23,Winter,France,Marseille,22.5,91.0,11.9,1010.2,,6.4,7.0,41.9,77.2,21.7,13.6,2.17,40.8,16.0,0.27,25,79,17,9375,169,Unhealthy
2024-11-21,2024,11,21,Autumn,South Africa,Pretoria,20.0,67.0,7.8,1007.0,3.1,7.4,6.8,36.1,51.0,28.5,15.2,2.15,31.7,9.1,0.57,38,45,24,13200,146,Unhealthy for Sensitive Groups
2024-12-12,2024,12,12,Winter,USA,Los Angeles,30.2,60.0,7.1,1014.0,5.9,9.0,5.2,23.2,34.8,18.1,7.7,1.24,22.4,23.1,0.51,34,66,25,13875,94,Moderate
2025-12-28,2025,12,28,Winter,USA,Seattle,34.8,40.0,10.1,1023.7,6.2,7.1,5.4,67.4,85.6,23.2,16.2,1.69,30.5,11.4,0.28,45,32,27,6267,229,Very Unhealthy
2024-03-06,2024,3,6,Summer,South Africa,Johannesburg,22.8,61.0,10.8,1010.8,4.9,7.6,3.9,66.9,104.1,35.9,14.7,2.23,23.2,19.0,0.37,55,79,49,13117,239,Very Unhealthy
2025-02-13,2025,2,13,Winter,USA,Seattle,31.2,68.0,9.9,1019.6,4.2,7.7,6.1,32.2,61.8,40.4,14.1,2.25,33.4,18.2,0.66,29,68,36,12770,148,Unhealthy for Sensitive Groups
2024-07-11,2024,7,11,Monsoon,Japan,Sapporo,39.3,63.0,9.4,1009.3,0.0,10.7,9.8,43.4,70.1,36.7,13.8,2.27,54.0,12.6,0.58,82,90,11,3978,200,Unhealthy
2025-06-14,2025,6,14,Monsoon,South Africa,Cape Town,25.4,54.0,2.7,1007.1,3.9,6.4,8.6,50.1,84.2,13.8,11.8,1.14,45.3,34.4,0.55,30,69,60,14145,174,Unhealthy
2025-06-13,2025,6,13,Monsoon,South Africa,Bloemfontein,26.0,72.0,3.4,1016.6,9.3,8.2,4.1,35.3,75.2,33.9,11.7,0.31,37.9,13.8,0.82,87,24,35,4411,169,Unhealthy
2025-10-26,2025,10,26,Autumn,Brazil,Salvador,19.0,85.0,9.0,1009.5,4.2,11.2,7.0,49.0,78.7,35.3,8.8,2.39,38.2,21.2,0.55,89,37,8,11195,209,Very Unhealthy
2024-06-01,2024,6,1,Monsoon,China,Guangzhou,15.2,70.0,10.8,1007.3,3.7,9.3,5.5,36.1,61.2,43.0,15.6,0.65,61.9,18.8,0.19,23,20,10,15070,176,Unhealthy
2025-12-03,2025,12,3,Winter,Germany,Frankfurt,26.1,60.0,3.1,1021.9,3.8,8.3,1.4,61.3,89.4,24.2,5.6,1.69,41.3,12.6,0.31,96,80,64,10288,217,Very Unhealthy
2025-09-17,2025,9,17,Autumn,Brazil,Sao Paulo,39.9,77.0,11.1,1000.9,3.2,9.0,1.3,12.4,44.0,30.4,13.2,0.78,40.8,23.1,0.34,50,92,40,4968,93,Moderate
2025-05-24,2025,5,24,Summer,China,Shanghai,34.8,50.0,2.6,1003.7,9.0,8.3,8.4,95.5,125.1,63.9,11.5,2.24,23.6,18.2,0.47,86,91,24,10008,347,Hazardous
2024-06-24,2024,6,24,Monsoon,USA,New York,7.7,91.0,3.5,1019.1,1.2,9.7,10.2,16.2,37.5,23.2,15.5,2.44,22.8,18.5,0.44,48,63,62,14138,79,Moderate
2024-05-24,2024,5,24,Summer,India,Mumbai,35.1,49.0,6.0,1019.0,1.5,9.1,4.3,30.1,59.2,26.5,14.0,2.06,15.8,24.7,0.1,23,57,48,3372,119,Unhealthy for Sensitive Groups
2024-11-07,2024,11,7,Autumn,France,Nice,22.0,60.0,9.7,1011.3,1.8,9.4,6.0,91.19999999999999,58.1,21.1,9.3,0.41,39.4,34.7,0.47,47,83,14,11853,500,Hazardous
2024-09-27,2024,9,27,Autumn,Canada,Montreal,26.7,95.0,3.6,1020.9,0.6,6.7,7.0,44.0,69.3,36.8,12.0,1.0,40.4,16.1,0.61,87,90,14,23182,195,Unhealthy
2024-07-07,2024,7,7,Monsoon,Germany,Frankfurt,18.7,56.0,6.2,1009.7,0.0,8.2,4.9,53.8,76.7,28.7,6.9,0.33,45.7,13.4,0.69,86,21,50,17103,202,Very Unhealthy
2025-02-20,2025,2,20,Winter,Brazil,Brasilia,24.4,62.0,2.3,1026.1,6.7,6.6,6.7,68.1,98.3,28.4,11.5,0.69,26.2,22.1,0.39,96,51,47,12964,241,Very Unhealthy
2024-09-17,2024,9,17,Autumn,France,Toulouse,18.8,53.0,7.9,1013.4,0.0,4.8,8.2,43.0,69.5,32.1,9.4,1.26,26.3,16.5,0.51,59,53,32,12189,171,Unhealthy
2024-04-15,2024,4,15,Summer,France,Paris,10.1,44.0,3.4,1006.6,0.0,8.2,5.0,32.2,70.1,35.5,13.1,1.39,47.7,21.2,0.32,83,79,24,21508,168,Unhealthy
2025-03-10,2025,3,10,Summer,China,Guangzhou,37.9,81.0,4.3,1000.2,4.5,9.1,8.3,74.6,111.4,43.5,18.3,0.3,38.9,20.7,0.25,75,50,27,14509,284,Very Unhealthy
